,Players,Costs,Total points,Positions,PPG,Team,Points per mil,Clean name
417,Noble,4.4,9,MID,2.2,WHU,2.05,noble
418,Fabianski,5.0,88,GKP,3.5,WHU,17.60,fabianski
419,Ogbonna,4.9,40,DEF,3.6,WHU,8.16,ogbonna
420,Cresswell,5.3,82,DEF,4.3,WHU,15.47,cresswell
421,Yarmolenko,5.1,10,MID,0.9,WHU,1.96,yarmolenko
422,Antonio,7.7,106,FWD,4.2,WHU,13.77,antonio
423,Dawson,4.9,63,DEF,2.7,WHU,12.86,dawson
424,Fredericks,4.4,3,DEF,0.8,WHU,0.68,fredericks
425,Lanzini,5.8,61,MID,3.2,WHU,10.52,lanzini
426,Masuaku,4.4,27,DEF,2.5,WHU,6.14,masuaku
427,Coufal,4.8,58,DEF,2.6,WHU,12.08,coufal
428,Benrahma,5.9,93,MID,4.0,WHU,15.76,benrahma
429,Bowen,7.1,149,MID,5.7,WHU,20.99,bowen
430,Rice,5.1,71,MID,2.8,WHU,13.92,rice
431,Soucek,5.7,77,MID,3.2,WHU,13.51,soucek
432,Fornals,6.0,84,MID,3.5,WHU,14.00,fornals
433,Diop,4.3,25,DEF,2.8,WHU,5.81,diop
434,Johnson,3.9,31,DEF,2.6,WHU,7.95,johnson
435,Areola,4.7,2,GKP,2.0,WHU,0.43,areola
436,Vlasic,5.6,22,MID,1.7,WHU,3.93,vlasic
437,Kral,4.4,1,MID,1.0,WHU,0.23,kral
438,Ashby,4.0,1,DEF,1.0,WHU,0.25,ashby
439,Perkins,4.5,1,MID,1.0,WHU,0.22,perkins
440,Moutinho,4.9,69,MID,3.1,WOL,14.08,moutinho
441,Coady,4.7,98,DEF,4.1,WOL,20.85,coady
442,Jiménez,7.5,76,FWD,3.5,WOL,10.13,jimenez
443,Saïss,5.0,90,DEF,4.1,WOL,18.00,saiss
444,Marçal,4.2,50,DEF,3.8,WOL,11.90,marcal
445,Dendoncker,4.7,49,MID,2.5,WOL,10.43,dendoncker
446,Neves,5.3,62,MID,2.8,WOL,11.70,neves
447,Semedo,4.8,83,DEF,3.8,WOL,17.29,semedo
448,Podence,5.5,45,MID,2.5,WOL,8.18,podence
449,Kilman,4.6,90,DEF,3.8,WOL,19.57,kilman
450,Neto,6.4,1,MID,1.0,WOL,0.16,neto
451,Hoever,3.9,11,DEF,1.8,WOL,2.82,hoever
452,Fabio Silva,5.6,14,FWD,1.1,WOL,2.50,fabio silva
453,Trincão,5.6,38,MID,2.0,WOL,6.79,trincao
454,Ait Nouri,4.4,61,DEF,4.4,WOL,13.86,ait nouri
455,Sá,5.2,112,GKP,4.7,WOL,21.54,sa
456,Cundle,4.4,4,MID,2.0,WOL,0.91,cundle
457,Hwang,5.4,49,FWD,3.1,WOL,9.07,hwang
458,Toti,4.5,3,DEF,1.5,WOL,0.67,toti
459,Chiquinho,5.5,1,MID,1.0,WOL,0.18,chiquinho
